ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
104	104.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Scene	1561	Oil on wood, 170 x 82,8 cm	Szépmûvészeti Múzeum, Budapest	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/market.html
105	105.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Scene (detail)	1561	Oil on wood	Szépmûvészeti Múzeum, Budapest	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/market1.html
106	106.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Scene	-	Oil on oak, 127 x 85 cm	Wallraf-Richartz-Museum, Cologne	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/marketsc.html
107	107.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Scene	-	Oil on oak wood, 91 x 112 cm	Kunsthistorisches Museum, Vienna	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/marketsd.html
108	108.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Scene	c. 1550	Oil on oak, 59,5 x 122,5 cm	Alte Pinakothek, Munich	painting	still-life	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/marketse.html
109	109.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Market Woman with Vegetable Stall	1567	Oil on wood, 11 x 110 cm	Staatliche Museen, Berlin	painting	still-life	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/marketst.html
110	110.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Butcher's Stall	1551	Oil on panel, 123 x 167 cm	Museum Gustavianum, Uppsala	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/meatsell.html
111	111.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Peasants by the Hearth	1560s	Oil on wood, 142,3 x 198 cm	Museum Mayer van den Bergh, Antwerp	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/merry_co.html
112	112.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Still-Life	1552	Oil on wood, 60 x 101,5 cm	Kunsthistorisches Museum, Vienna	painting	still-life	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/stillife.html
113	113.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Triptych with the Adoration of the Magi (central panel)	c. 1560	Oil on panel, 190 x 73 cm	Rijksmuseum, Amsterdam	painting	religious	Flemish	1501-1550	http://www.wga.hu/html/a/aertsen/triptic1.html
114	114.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Left wing of a Triptych with the Adoration of the Magi	c. 1560	Oil on panel, 190 x 73 cm	Rijksmuseum, Amsterdam	painting	religious	Flemish	1501-1550	http://www.wga.hu/html/a/aertsen/triptic2.html
115	115.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Left wing of a Triptych with the Adoration of the Magi (reverse side)	c. 1560	Oil on panel, 190 x 73 cm	Rijksmuseum, Amsterdam	painting	religious	Flemish	1501-1550	http://www.wga.hu/html/a/aertsen/triptic3.html
116	116.jpg	AERTSEN, Pieter	(b. 1508, Amsterdam, d. 1575, Amsterdam)	Vendor of Fowl	1560s	Oil on panel, 137 x 95 cm	The Hermitage, St. Petersburg	painting	genre	Netherlandish	1501-1550	http://www.wga.hu/html/a/aertsen/vendor_f.html
117	117.jpg	AGASSE, Jacques-Laurent	(b. 1767, Geneve, d. 1849, London)	Study of Dogs	c. 1803	Oil on canvas, 29 x 40 cm	Private collection	painting	other	Swiss	1801-1850	http://www.wga.hu/html/a/agasse/dogstudy.html
118	118.jpg	AGASSE, Jacques-Laurent	(b. 1767, Geneve, d. 1849, London)	A Gentleman with Horses by a Stream	1790s	Oil on panel, 20 x 28 cm	Private collection	painting	other	Swiss	1801-1850	http://www.wga.hu/html/a/agasse/gentlema.html
119	119.jpg	AGASSE, Jacques-Laurent	(b. 1767, Geneve, d. 1849, London)	Portrait of a Horse	1794-95	Oil on paper laid down on board, 36 x 44 cm	Private collection	painting	other	Swiss	1801-1850	http://www.wga.hu/html/a/agasse/horse.html
120	120.jpg	AGASSE, Jacques-Laurent	(b. 1767, Geneve, d. 1849, London)	The Playground	-	Oil on canvas, 54 x 45 cm	Museum Oskar Reinhart, Winthertur	painting	genre	Swiss	1801-1850	http://www.wga.hu/html/a/agasse/playgrou.html
121	121.jpg	AGASSE, Jacques-Laurent	(b. 1767, Geneve, d. 1849, London)	Two Terriers by a Mossy Bank	-	Oil on canvas, 49 x 77 cm	Private collection	painting	other	Swiss	1801-1850	http://www.wga.hu/html/a/agasse/terriers.html
122	122.jpg	AGNOLO DI POLO	(b. ca. 1470, Firenze, d. after 1498)	Mary Magdalene	c. 1495	Gilt and painted terracotta, height 156 cm	Private collection	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agnolo/magdalen.html
123	123.jpg	AGNOLO DI VENTURA	(active 1311-1349 in Siena)	Monument to Bishop Guido Tarlati	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agnol/tarlati1.html
124	124.jpg	AGNOLO DI VENTURA	(active 1311-1349 in Siena)	Monument to Bishop Guido Tarlati (detail)	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agnol/tarlati2.html
125	125.jpg	AGNOLO DI VENTURA	(active 1311-1349 in Siena)	Monument to Bishop Guido Tarlati (detail)	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agnol/tarlati3.html
126	126.jpg	AGNOLO DI VENTURA	(active 1311-1349 in Siena)	Monument to Bishop Guido Tarlati (detail)	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agnol/tarlati4.html
127	127.jpg	AGNOLO DI VENTURA	(active 1311-1349 in Siena)	Monument to Bishop Guido Tarlati (detail)	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agnol/tarlati5.html
128	128.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	St Bridget of Sweden Receiving the Rule of Her Order	1459-60	Marble, 43 x 64 cm	Metropolitan Museum of Art, New York	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/bridget.html
129	129.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	St Bridget of Sweden Receiving the Rule of Her Order (detail)	1459	Marble	Metropolitan Museum of Art, New York	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/bridget1.html
130	130.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	St Bridget of Sweden Receiving the Rule of Her Order (detail)	1459	Marble	Metropolitan Museum of Art, New York	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/bridget2.html
131	131.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Madonna del Carmine	-	Marble, height 83 cm	Museo Nazionale del Bargello, Florence	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/carmine.html
132	132.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	The Angel Gabriel	1470s	Terracotta with traces of paint, height 146 cm	Szépmûvészeti Múzeum, Budapest	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/gabriel.html
133	133.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Virgin and Child	c. 1450	Glazed terracotta	Galleria Nazionale dell'Umbria, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/madonna.html
134	134.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Madonna (detail)	c. 1475	Pietra caciolfa	Galleria Nazionale dell'Umbria, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/madonna1.html
135	135.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	The Obedience	1457-61	Marble, height 130 cm	Oratorio di San Bernardino, Perugia	sculpture	mythological	Italian	1451-1500	http://www.wga.hu/html/a/agostin/perugia1.html
136	136.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Angels Playing a Viola	1457-61	Marble	Oratorio di San Bernardino, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/perugia2.html
137	137.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Angels Playing a Lute and Tambourine	1457-61	Marble	Oratorio di San Bernardino, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/perugia3.html
138	138.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Angels Playing a Lute and Tambourine (detail)	1457-61	Marble	Oratorio di San Bernardino, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/perugia4.html
139	139.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Tempio Malatestiano: Interior	1450-70	Photo	Tempio Malatestiano, Rimini	architecture	interior	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini.html
140	140.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Musician angels	1450-55	Marble	Tempio Malatestiano, Rimini	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini1.html
141	141.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	An angel drawing back a curtain	1450-55	Marble, under life-size	Tempio Malatestiano, Rimini	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini2.html
142	142.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	The Moon	c. 1456	Marble	Tempio Malatestiano, Rimini	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini3.html
143	143.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	The Moon	c. 1456	Marble	Tempio Malatestiano, Rimini	sculpture	mythological	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini4.html
144	144.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Saturn	c. 1456	Marble	Tempio Malatestiano, Rimini	sculpture	mythological	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini5.html
145	145.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Philosophy	c. 1456	Marble	Tempio Malatestiano, Rimini	sculpture	mythological	Italian	1451-1500	http://www.wga.hu/html/a/agostin/rimini6.html
146	146.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	A Miracle of San Bernardino of Siena	1457-62	Marble, half life-size	Oratorio di San Bernardino, Perugia	sculpture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/z_miracl.html
147	147.jpg	AGOSTINO DI DUCCIO	(b. 1418, Firenze, d. 1481, Perugia)	Oratorio di San Bernardino: Façade	1457-61	-	Piazza San Francesco, Perugia	architecture	religious	Italian	1451-1500	http://www.wga.hu/html/a/agostin/z_orator.html
148	148.jpg	AGOSTINO DI GIOVANNI	(active 1310-1347 in Siena)	Monument to Bishop Guido Tarlati	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agostino/tarlati.html
149	149.jpg	AGOSTINO DI GIOVANNI	(active 1310-1347 in Siena)	Monument to Bishop Guido Tarlati (detail)	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agostino/tarlati1.html
150	150.jpg	AGOSTINO DI GIOVANNI	(active 1310-1347 in Siena)	Monument to Bishop Guido Tarlati	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agostino/tarlati2.html
151	151.jpg	AGOSTINO DI GIOVANNI	(active 1310-1347 in Siena)	Monument to Bishop Guido Tarlati	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agostino/tarlati3.html
152	152.jpg	AGOSTINO DI GIOVANNI	(active 1310-1347 in Siena)	Monument to Bishop Guido Tarlati	1327-30	Marble	Duomo, Arezzo	sculpture	religious	Italian	1301-1350	http://www.wga.hu/html/a/agostino/tarlati4.html
153	153.jpg	AGRATE, Gian Francesco Ferrari d'	(b. 1489, Parma, d. ca. 1563, Parma)	Sepulchral Monument to Sforzino Sforza	1528-36	Marble	Santa Maria della Steccata, Parma	sculpture	other	Italian	1501-1550	http://www.wga.hu/html/a/agrate/sforza.html
154	154.jpg	AIVAZOVSKY, Ivan Konstantinovich	(b. 1817, Feodosiya, d. 1900, Feodosiya)	The Ninth Wave	1850	Oil on canvas, 221 × 332 cm	State Russian Museum, St. Petersburg	painting	landscape	Russian	1851-1900	http://www.wga.hu/html/a/aivazovs/9th_wave.html
155	155.jpg	AIVAZOVSKY, Ivan Konstantinovich	(b. 1817, Feodosiya, d. 1900, Feodosiya)	A Strong Wind	1856	Pencil and gouache on paper, 230 x 327 mm	Private collection	graphics	landscape	Russian	1851-1900	http://www.wga.hu/html/a/aivazovs/astrong.html
156	156.jpg	AIVAZOVSKY, Ivan Konstantinovich	(b. 1817, Feodosiya, d. 1900, Feodosiya)	Shipwreck	1856	Pencil and gouache on paper, 230 x 327 mm	Private collection	graphics	landscape	Russian	1851-1900	http://www.wga.hu/html/a/aivazovs/shipwrec.html
157	157.jpg	AIVAZOVSKY, Ivan Konstantinovich	(b. 1817, Feodosiya, d. 1900, Feodosiya)	Ship in the Stormy Sea	1887	Oil on canvas, 63 x 97 cm	The Hermitage, St. Petersburg	painting	landscape	Russian	1851-1900	http://www.wga.hu/html/a/aivazovs/stormy.html
158	158.jpg	AKEN, Joseph van	(b. ca. 1699, Antwerpen, d. 1749, London)	The Van Aken Brothers	-	Oil on canvas, 89 x 125 cm	Private collection	painting	portrait	Flemish	1701-1750	http://www.wga.hu/html/a/aken/brothers.html
159	159.jpg	AKEN, Joseph van	(b. ca. 1699, Antwerpen, d. 1749, London)	A Sporting Conversation Piece	c. 1730	Oil on canvas, 58 x 71 cm	Private collection	painting	genre	Flemish	1701-1750	http://www.wga.hu/html/a/aken/conversa.html
160	160.jpg	AKEN, Joseph van	(b. ca. 1699, Antwerpen, d. 1749, London)	A Vegetable Seller and his Son	-	Oil on canvas, 76 x 64 cm	Private collection	painting	genre	Flemish	1701-1750	http://www.wga.hu/html/a/aken/vegetab1.html
161	161.jpg	AKEN, Joseph van	(b. ca. 1699, Antwerpen, d. 1749, London)	Vegetable and Fruit Market	-	Oil on canvas, 76 x 64 cm	Private collection	painting	genre	Flemish	1701-1750	http://www.wga.hu/html/a/aken/vegetab2.html
162	162.jpg	AKOTANTOS, Angelos	(died before 1457)	The Virgin Cardiotissa	1400-50	Tempera and leaf on panel, 121 x 96,5 cm	Byzantine and Christian Museum, Athens	painting	religious	Greek	1401-1450	http://www.wga.hu/html/a/akotanto/cardioti.html
163	163.jpg	AKOTANTOS, Angelos	(died before 1457)	The Congregation of the Archangels	-	Tempera on panel	Vatopediou Monastery, Mount Athos	painting	religious	Greek	1401-1450	http://www.wga.hu/html/a/akotanto/congrega.html
164	164.jpg	ALBA, Macrino d'	(b. ca. 1460, Alba, d. ca. 1528, Alba)	Figure of a Saint	-	Oil on panel, 48 x 27 cm	Private collection	painting	religious	Italian	1451-1500	http://www.wga.hu/html/a/alba/figsaint.html
165	165.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Spring (Venus at her Toilet)	1616-17	Oil on canvas, diameter 154 cm	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/1spring.html
166	166.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Spring (detail)	1616-17	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/1spring1.html
167	167.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Summer (Venus in Vulcan's Forge)	1616-17	Oil on canvas, diameter 154 cm	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/2summer.html
168	168.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Autumn (Venus and Adonis)	1616-17	Oil on canvas, diameter 154 cm	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/3autumn.html
169	169.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Winter (The Triumph of Diana)	1616-17	Oil on canvas, diameter 154 cm	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/4winter.html
170	170.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Ceiling vault of piano nobile loggia	1611-12	Fresco	Palazzo Verospi, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/5verospi.html
171	171.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Ceiling painting	1634	Fresco	Villa Corsini a Mezzomonte, Impruneta	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/6corsini.html
172	172.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Adonis Led by Cupids to Venus (detail)	1600	Oil on canvas	Musée du Louvre, Paris	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/adonis.html
173	173.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Annunciation	-	Oil on copper, 62 x 47 cm	The Hermitage, St. Petersburg	painting	religious	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/annuncia.html
174	174.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Diana and Actaeon	1625-30	Oil on wood transferred to canvas, 74,5 x 99,5 cm	Gemäldegalerie, Dresden	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/dianaact.html
175	175.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Diana and Actaeon	c. 1617	Oil on copper, 52 x 61 cm	Musée du Louvre, Paris	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/dianacte.html
176	176.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Holy Family	c. 1610	Oil on copper, 37,5 x 28,5 cm	Private collection	painting	religious	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/holy_fam.html
177	177.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Holy Family in a Landscape	1608-10	Oil on copper, 34 x 26 cm	Private collection	painting	religious	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/holyfam.html
178	178.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Holy Family	1630-35	Oil on canvas, 57 x 43 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	religious	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/holyfami.html
179	179.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Venus Attended by Nymphs and Cupids	1633	Oil on canvas, 114 x 171 cm	Museo del Prado, Madrid	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/venus.html
180	180.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Toilet of Venus	c. 1610	Oil on canvas, 89 x 99 cm	Pinacoteca Nazionale, Bologna	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/venus0.html
181	181.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Toilet of Venus	1621-33	Oil on canvas, 202 x 252 cm	Musée du Louvre, Paris	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/venus1.html
182	182.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Cupids Disarmed	1621-33	Oil on canvas, 202 x 250 cm	Musée du Louvre, Paris	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/1/venus2.html
183	183.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton1.html
184	184.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: Fall of Phaethon and Olympian Gods	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton2.html
185	185.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: Neptune Taming Horses	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton3.html
186	186.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: River Gods Eridanus, Heliades, and Cycnus	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton4.html
187	187.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: Venus at her Toilet	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton5.html
188	188.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: Lamenting Mother Earth	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton6.html
189	189.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: Galatea on a Dolphin	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton7.html
190	190.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	The Phaethon Legend: River Gods Eridanus, Heliades, and Cycnus (detail)	1609-10	Fresco	Palazzo Odescalchi Giustiniani, Bassano Romano	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton8.html
191	191.jpg	ALBANI, Francesco	(b. 1578, Bologna, d. 1660, Bologna)	Mercury	c. 1609	Black crayon with white highlights on blue paper, 504 x 400 mm	Royal Collection, Windsor	graphics	mythological	Italian	1601-1650	http://www.wga.hu/html/a/albani/2/phaeton9.html
